OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU1035,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Pervetustaceae,Pervetustus,NA
OTU1036,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU1037,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,NA,NA
OTU1038,NA,NA,NA,NA,NA,NA,NA
OTU1039,Fungi,Olpidiomycota,GS18,NA,NA,NA,NA
OTU104,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,NA,NA
OTU1040,Fungi,Ascomycota,Sordariomycetes,Branch06,NA,NA,NA
OTU1041,NA,NA,NA,NA,NA,NA,NA
OTU1042,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU1043,NA,NA,NA,NA,NA,NA,NA
OTU1045,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1046,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_occultum
OTU1048,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,NA
OTU1049,Fungi,NA,NA,NA,NA,NA,NA
OTU105,Alveolata,Colponemidia,NA,NA,NA,NA,NA
OTU1050,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU1051,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU1052,Stramenopila,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces_cochlioides
OTU1053,Viridiplantae,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA
OTU1054,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Pseudoechria,Pseudoechria_longicollis
OTU1055,Fungi,Olpidiomycota,GS18,NA,NA,NA,NA
OTU1056,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1057,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU1058,NA,NA,NA,NA,NA,NA,NA
OTU1059,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA
OTU106,Metazoa,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,NA
OTU1061,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
OTU1062,NA,NA,NA,NA,NA,NA,NA
OTU1063,Fungi,Ascomycota,Dothideomycetes,Microthyriales,NA,NA,NA
OTU1064,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,NA
OTU1065,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1066,NA,NA,NA,NA,NA,NA,NA
OTU1068,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1069,Fungi,Ascomycota,Sordariomycetes,Branch06,NA,NA,NA
OTU107,Fungi,NA,NA,NA,NA,NA,NA
OTU1070,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1071,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,NA
OTU1072,Cryptista,Katablepharidophyta,NA,NA,NA,NA,NA
OTU1073,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU1074,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU1075,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,NA
OTU1076,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU1078,NA,NA,NA,NA,NA,NA,NA
OTU1079,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1081,NA,NA,NA,NA,NA,NA,NA
OTU1082,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU1083,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU1084,Fungi,Ascomycota,Sordariomycetes,Branch06,NA,NA,NA
OTU1085,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Wettsteinina,NA
OTU1086,Glaucocystoplantae,Glaucocystophyta,NA,NA,NA,NA,NA
OTU1087,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma,NA
OTU1088,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Neophaeosphaeriaceae,NA,NA
OTU1089,Fungi,NA,NA,NA,NA,NA,NA
OTU109,NA,NA,NA,NA,NA,NA,NA
OTU1090,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU1091,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU1092,NA,NA,NA,NA,NA,NA,NA
OTU1093,Viridiplantae,Anthophyta,Monocotyledonae,Poales,Poaceae,Digitaria,Digitaria_ischaemum
OTU1094,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Mirandina,NA
OTU1095,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
OTU1096,NA,NA,NA,NA,NA,NA,NA
OTU1097,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora_cooljarloo
OTU1098,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Kalmanozyma,Kalmanozyma_fusiformata
OTU1099,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Goniaceae,Gonium,Gonium_pectorale
OTU11,NA,NA,NA,NA,NA,NA,NA
OTU1100,NA,NA,NA,NA,NA,NA,NA
OTU1101,NA,NA,NA,NA,NA,NA,NA
OTU1102,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU1103,Fungi,Ascomycota,Sordariomycetes,Branch06,NA,NA,NA
OTU1104,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Goffeauzyma,Goffeauzyma_gastrica
OTU1105,NA,NA,NA,NA,NA,NA,NA
OTU1106,NA,NA,NA,NA,NA,NA,NA
OTU1107,NA,NA,NA,NA,NA,NA,NA
OTU1108,NA,NA,NA,NA,NA,NA,NA
OTU1109,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
OTU111,NA,NA,NA,NA,NA,NA,NA
OTU1110,NA,NA,NA,NA,NA,NA,NA
OTU1111,Metazoa,NA,NA,NA,NA,NA,NA
OTU1112,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_viscosum
OTU1113,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_occultum
OTU1114,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,NA
OTU1115,NA,NA,NA,NA,NA,NA,NA
OTU1116,NA,NA,NA,NA,NA,NA,NA
OTU1117,NA,NA,NA,NA,NA,NA,NA
OTU1118,NA,NA,NA,NA,NA,NA,NA
OTU1119,NA,NA,NA,NA,NA,NA,NA
OTU112,NA,NA,NA,NA,NA,NA,NA
OTU1120,Stramenopila,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Poteriospumella,NA
OTU1122,NA,NA,NA,NA,NA,NA,NA
OTU1123,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger
OTU1124,Metazoa,Nematoda,NA,NA,NA,NA,NA
OTU1125,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,NA
OTU1126,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1127,NA,NA,NA,NA,NA,NA,NA
OTU1128,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU1129,Metazoa,Nematoda,NA,NA,NA,NA,NA
OTU113,NA,NA,NA,NA,NA,NA,NA
OTU1130,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_intermedius
OTU1131,Viridiplantae,Anthophyta,Monocotyledonae,Asparagales,Orchidaceae,Dendrobium,Dendrobium_hookerianum
OTU1132,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Sarocladium,Sarocladium_implicatum
OTU1133,NA,NA,NA,NA,NA,NA,NA
OTU1134,NA,NA,NA,NA,NA,NA,NA
OTU1135,NA,NA,NA,NA,NA,NA,NA
OTU1136,NA,NA,NA,NA,NA,NA,NA
OTU1138,NA,NA,NA,NA,NA,NA,NA
OTU1139,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU114,NA,NA,NA,NA,NA,NA,NA
OTU1140,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis
OTU1141,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,NA,NA,NA
OTU1143,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU1144,Viridiplantae,Anthophyta,Monocotyledonae,Asparagales,Orchidaceae,Dendrobium,Dendrobium_hookerianum
OTU1146,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,NA
OTU1147,NA,NA,NA,NA,NA,NA,NA
OTU1148,Metazoa,NA,NA,NA,NA,NA,NA
OTU1149,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU1150,NA,NA,NA,NA,NA,NA,NA
OTU1151,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA
OTU1152,NA,NA,NA,NA,NA,NA,NA
OTU1153,NA,NA,NA,NA,NA,NA,NA
OTU1155,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Chaetocladiaceae,Chaetocladium,NA
OTU1156,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU1157,NA,NA,NA,NA,NA,NA,NA
OTU1158,NA,NA,NA,NA,NA,NA,NA
OTU1159,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU116,NA,NA,NA,NA,NA,NA,NA
OTU1160,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1161,NA,NA,NA,NA,NA,NA,NA
OTU1162,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU1163,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU1164,NA,NA,NA,NA,NA,NA,NA
OTU1165,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1166,NA,NA,NA,NA,NA,NA,NA
OTU1167,NA,NA,NA,NA,NA,NA,NA
OTU1168,NA,NA,NA,NA,NA,NA,NA
OTU117,NA,NA,NA,NA,NA,NA,NA
OTU1170,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1171,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1172,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU1173,NA,NA,NA,NA,NA,NA,NA
OTU1174,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_radiata
OTU1175,NA,NA,NA,NA,NA,NA,NA
OTU1176,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1177,NA,NA,NA,NA,NA,NA,NA
OTU1178,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU1179,NA,NA,NA,NA,NA,NA,NA
OTU118,NA,NA,NA,NA,NA,NA,NA
OTU1180,NA,NA,NA,NA,NA,NA,NA
OTU1181,NA,NA,NA,NA,NA,NA,NA
OTU1182,NA,NA,NA,NA,NA,NA,NA
OTU1183,NA,NA,NA,NA,NA,NA,NA
OTU1184,Metazoa,NA,NA,NA,NA,NA,NA
OTU1185,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU1186,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_occultum
OTU1187,NA,NA,NA,NA,NA,NA,NA
OTU1188,Amoebozoa,Variosea,NA,NA,NA,NA,NA
OTU1189,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Emericellopsis,Emericellopsis_robusta
OTU1190,Alveolata,Ciliophora,Spirotrichea,Stichotrichida,Amphisiellidae,Paraurostyla,NA
OTU1191,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
OTU1192,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,NA
OTU1193,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_flavescens
OTU1194,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU1195,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1196,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1197,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_sinensis
OTU1198,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1199,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,NA
OTU120,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_prolifica
OTU1200,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA
OTU1201,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1202,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU1204,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,Iodophanus_carneus
OTU1205,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Sarocladium,Sarocladium_bactrocephalum
OTU1206,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU1207,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Tetracystis,NA
OTU1208,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU1209,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1210,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,Septoriella_neodactylidis
OTU1211,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,NA
OTU1212,NA,NA,NA,NA,NA,NA,NA
OTU1213,NA,NA,NA,NA,NA,NA,NA
OTU1214,Glaucocystoplantae,Glaucocystophyta,NA,NA,NA,NA,NA
OTU1215,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_microsporus
OTU1216,NA,NA,NA,NA,NA,NA,NA
OTU1217,NA,NA,NA,NA,NA,NA,NA
OTU1218,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,Iodophanus_carneus
OTU1219,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU122,Fungi,Basidiomycota,Ustilaginomycetes,Violaceomycetales,NA,NA,NA
OTU1220,NA,NA,NA,NA,NA,NA,NA
OTU1221,NA,NA,NA,NA,NA,NA,NA
OTU1222,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Mesorhabditis,NA
OTU1223,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1224,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU1225,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU1226,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_microsporus
OTU1227,Fungi,NA,NA,NA,NA,NA,NA
OTU1228,NA,NA,NA,NA,NA,NA,NA
OTU1229,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU123,NA,NA,NA,NA,NA,NA,NA
OTU1231,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1232,Rhizaria,Endomyxa,Phytomyxea,Plasmodiophorida,Plasmodiophoridae,Polymyxa,Polymyxa_graminis
OTU1233,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Achroiostachys,Achroiostachys_betulicola
OTU1234,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Tumidellaceae,Tumidella,NA
OTU1235,NA,NA,NA,NA,NA,NA,NA
OTU1236,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1239,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Murispora,Murispora_kazachstanica
OTU124,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_fimbriatum
OTU1240,Alveolata,Ciliophora,Spirotrichea,Stichotrichida,Amphisiellidae,Paraurostyla,NA
OTU1241,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU1242,NA,NA,NA,NA,NA,NA,NA
OTU1244,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU1245,NA,NA,NA,NA,NA,NA,NA
OTU1246,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola
OTU1247,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_utriforme
OTU1248,NA,NA,NA,NA,NA,NA,NA
OTU1249,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU125,NA,NA,NA,NA,NA,NA,NA
OTU1250,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU1251,NA,NA,NA,NA,NA,NA,NA
OTU1253,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU1254,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU1255,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Mesorhabditis,NA
OTU1257,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1258,NA,NA,NA,NA,NA,NA,NA
OTU1259,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,NA,NA
OTU126,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1261,Alveolata,Ciliophora,Spirotrichea,Urostylida,NA,NA,NA
OTU1262,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,NA
OTU1263,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
OTU1264,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Limnoperdaceae,NA,NA
OTU1266,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix_sclerotialis
OTU1267,NA,NA,NA,NA,NA,NA,NA
OTU1268,NA,NA,NA,NA,NA,NA,NA
OTU1269,NA,NA,NA,NA,NA,NA,NA
OTU127,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA
OTU1270,NA,NA,NA,NA,NA,NA,NA
OTU1271,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_sinensis
OTU1272,NA,NA,NA,NA,NA,NA,NA
OTU1275,Rhizaria,NA,NA,NA,NA,NA,NA
OTU1276,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1277,NA,NA,NA,NA,NA,NA,NA
OTU1278,NA,NA,NA,NA,NA,NA,NA
OTU128,NA,NA,NA,NA,NA,NA,NA
OTU1280,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_caraganae
OTU1281,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Limnoperdaceae,NA,NA
OTU1282,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Murispora,Murispora_kazachstanica
OTU1283,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1284,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Tumidellaceae,Tumidella,NA
OTU1285,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,NA
OTU1286,Rhizaria,Endomyxa,Phytomyxea,Plasmodiophorida,Plasmodiophoridae,Polymyxa,Polymyxa_graminis
OTU1287,NA,NA,NA,NA,NA,NA,NA
OTU1288,NA,NA,NA,NA,NA,NA,NA
OTU129,NA,NA,NA,NA,NA,NA,NA
OTU1291,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU1292,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU1293,NA,NA,NA,NA,NA,NA,NA
OTU1294,Fungi,Monoblepharomycota,Monoblepharidomycetes,Monoblepharidales,NA,NA,NA
OTU1297,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU1298,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU1299,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU13,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,NA
OTU130,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA
OTU1300,NA,NA,NA,NA,NA,NA,NA
OTU1301,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
OTU1302,NA,NA,NA,NA,NA,NA,NA
OTU1303,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1304,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
OTU1306,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,Iodophanus_carneus
OTU1307,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,NA
OTU1309,NA,NA,NA,NA,NA,NA,NA
OTU131,NA,NA,NA,NA,NA,NA,NA
OTU1310,Alveolata,Ciliophora,Oligohymenophorea,NA,Epistylidae,Rhabdostyla,NA
OTU1312,NA,NA,NA,NA,NA,NA,NA
OTU1313,NA,NA,NA,NA,NA,NA,NA
OTU1314,NA,NA,NA,NA,NA,NA,NA
OTU1315,NA,NA,NA,NA,NA,NA,NA
OTU1316,NA,NA,NA,NA,NA,NA,NA
OTU1317,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU1318,NA,NA,NA,NA,NA,NA,NA
OTU1319,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,NA,NA,NA
OTU132,NA,NA,NA,NA,NA,NA,NA
OTU1320,Metazoa,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Henlea,NA
OTU1321,NA,NA,NA,NA,NA,NA,NA
OTU1322,NA,NA,NA,NA,NA,NA,NA
OTU1323,Metazoa,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Henlea,NA
OTU1324,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU1325,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU1328,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU133,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1330,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,NA
OTU1331,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_flavida
OTU1332,Metazoa,NA,NA,NA,NA,NA,NA
OTU1333,Metazoa,NA,NA,NA,NA,NA,NA
